"booking_status","booking_type","previous_cancellations","previous_non_canceled_bookings","adults","children","weekend_nights","week_nights","room_price","special_requests","meal_plan","reserved_parking_space","room_type","lead_time_days","arrival_occupancy_season"
"not_canceled","mobile_app",1,0,2,0,0,3,90,0,"continental",1,"suite",19,"moderate"
"canceled","online",0,0,2,0,1,1,106,0,"continental",0,"studio",0,"low"
"canceled","online",0,0,2,0,2,1,91,1,"continental",0,"suite",17,"low"
"canceled","online",0,0,2,0,2,2,118.8,0,"continental",0,"suite",154,"moderate"
"not_canceled","online",0,0,2,0,0,1,79,0,"american",0,"suite",1,"low"
"not_canceled","online",0,0,2,0,0,1,88.01,1,"continental",0,"suite",118,"peak"
"canceled","online",0,0,2,0,1,2,120,0,"continental",0,"suite",193,"peak"
"not_canceled","corporate_partner",0,1,1,0,1,2,153,0,"continental",0,"suite",0,"moderate"
"canceled","online",0,0,2,0,1,2,87.3,0,"continental",0,"studio",324,"low"
"not_canceled","travel_agency",0,0,2,0,0,0,102.85,2,"continental",1,"suite",21,"moderate"
"not_canceled","online",0,0,2,0,2,2,80.75,1,"american",1,"suite",148,"moderate"
"not_canceled","mobile_app",0,0,2,0,2,6,89.75,0,"continental",0,"suite",249,"moderate"
"not_canceled","online",0,0,2,0,0,1,75,0,"american",0,"suite",12,"low"
"not_canceled","online",0,0,2,0,1,2,159,2,"continental",0,"suite",9,"peak"
"not_canceled","corporate_partner",0,0,1,0,1,0,95,0,"continental",0,"suite",32,"moderate"
"canceled","online",0,0,2,1,2,3,171,0,"continental",0,"suite",22,"peak"
"not_canceled","mobile_app",0,0,2,0,2,1,85.5,0,"continental",0,"suite",41,"moderate"
"not_canceled","mobile_app",0,0,2,0,1,4,112,1,"continental",1,"suite",145,"peak"
"not_canceled","online",0,0,2,0,2,3,125.1,2,"american",0,"suite",116,"moderate"
"canceled","mobile_app",0,0,1,0,2,4,110,0,"continental",0,"suite",245,"peak"
"canceled","online",0,0,2,0,0,1,116.1,0,"american",0,"suite",37,"moderate"
"not_canceled","online",0,0,2,0,0,1,108.04,0,"american",0,"studio",1,"moderate"
"not_canceled","online",0,0,1,0,1,0,96,0,"continental",0,"suite",13,"low"
"canceled","online",0,0,2,0,1,3,118.8,0,"continental",0,"studio",91,"peak"
"not_canceled","online",0,0,1,2,0,2,77.75,1,"continental",0,"presidential_suite",9,"low"
"not_canceled","online",0,0,1,0,0,1,119.2,0,"american",0,"suite",9,"moderate"
"not_canceled","online",0,0,2,0,2,9,121.78,2,"continental",0,"suite",42,"low"
"not_canceled","mobile_app",0,0,2,0,0,2,109,0,"modified_american",1,"suite",0,"peak"
"not_canceled","online",0,0,1,0,0,1,120.12,1,"continental",0,"studio",26,"moderate"
"not_canceled","online",0,0,1,0,0,1,119,0,"american",1,"suite",3,"moderate"
"canceled","online",0,0,2,0,5,12,76.5,0,"continental",0,"suite",77,"peak"
"not_canceled","mobile_app",0,0,2,0,0,3,100,1,"continental",1,"suite",143,"peak"
"not_canceled","online",0,0,1,0,0,1,81.62,1,"continental",0,"suite",2,"moderate"
"canceled","online",0,0,2,0,0,2,93.6,0,"american",0,"suite",44,"moderate"
"canceled","corporate_partner",0,0,1,0,0,1,90,0,"continental",0,"studio",4,"moderate"
"canceled","mobile_app",0,0,2,0,0,3,110,0,"continental",0,"suite",279,"moderate"
"not_canceled","online",0,0,2,0,2,5,99.95,1,"continental",1,"suite",191,"peak"
"canceled","online",0,0,2,0,0,0,98.1,0,"american",0,"suite",184,"moderate"
"not_canceled","mobile_app",0,0,1,0,0,2,87,0,"modified_american",1,"suite",102,"moderate"
"not_canceled","online",0,0,2,0,1,1,118.8,3,"continental",1,"suite",84,"moderate"
"canceled","online",0,0,2,2,2,0,201.6,0,"continental",0,"executive_suite",123,"moderate"
"not_canceled","online",0,0,2,1,2,2,148.38,2,"modified_american",0,"suite",17,"moderate"
"not_canceled","mobile_app",0,0,1,0,0,2,87,0,"modified_american",0,"suite",57,"peak"
"not_canceled","mobile_app",0,0,1,0,0,3,95.67,0,"continental",0,"suite",276,"moderate"
"canceled","mobile_app",0,0,2,0,1,2,75,0,"continental",0,"suite",66,"moderate"
"canceled","travel_agency",0,0,2,0,2,6,100.51,1,"continental",0,"studio",214,"moderate"
"not_canceled","online",0,0,1,0,0,1,92.17,0,"american",1,"suite",0,"peak"
"canceled","online",0,0,2,1,2,2,114.75,2,"continental",0,"suite",171,"peak"
"canceled","online",0,0,2,0,1,0,93.15,0,"american",0,"suite",49,"peak"
"canceled","corporate_partner",0,0,2,0,0,2,140,0,"continental",0,"suite",64,"moderate"
"not_canceled","online",0,0,2,0,2,2,99.45,1,"continental",1,"suite",174,"peak"
"not_canceled","mobile_app",0,0,1,0,2,3,75,0,"continental",0,"suite",115,"low"
"canceled","online",0,0,2,0,1,2,79.2,2,"american",0,"suite",111,"low"
"not_canceled","mobile_app",0,0,1,0,2,7,85,1,"continental",0,"suite",87,"moderate"
"not_canceled","online",0,0,1,0,0,2,104.5,0,"continental",0,"suite",23,"moderate"
"not_canceled","mobile_app",0,0,2,0,0,1,120,0,"continental",0,"suite",53,"moderate"
"canceled","online",0,0,2,0,0,2,99.45,1,"american",0,"suite",178,"moderate"
"canceled","mobile_app",0,0,2,0,0,3,89,0,"continental",0,"suite",304,"low"
"canceled","online",0,0,2,1,2,2,110.5,0,"continental",0,"suite",68,"moderate"
"canceled","online",0,0,2,0,1,1,116.1,0,"american",0,"suite",91,"peak"
"canceled","online",0,0,2,0,2,2,101.8,0,"continental",0,"suite",28,"moderate"
"not_canceled","mobile_app",0,0,2,0,0,1,120,0,"continental",0,"suite",56,"peak"
"canceled","mobile_app",0,0,1,0,0,2,120,0,"continental",0,"suite",181,"moderate"
"not_canceled","online",0,0,2,0,2,2,111.78,1,"modified_american",0,"studio",81,"moderate"
"not_canceled","online",0,0,2,0,2,1,102.3,1,"continental",0,"suite",88,"peak"
"canceled","online",0,0,2,0,1,0,216,0,"continental",0,"suite",0,"peak"
"not_canceled","corporate_partner",0,0,2,0,0,1,75,0,"continental",0,"suite",13,"peak"
"not_canceled","online",0,0,2,0,0,2,107.1,1,"american",0,"suite",111,"peak"
"not_canceled","online",0,0,2,0,2,2,104.5,1,"continental",0,"suite",8,"low"
"not_canceled","mobile_app",0,0,1,0,0,2,100,0,"continental",0,"suite",14,"moderate"
"not_canceled","travel_agency",0,0,2,0,0,1,81,0,"american",0,"suite",0,"peak"
"not_canceled","online",0,0,2,0,1,2,104,2,"continental",0,"suite",20,"low"
"not_canceled","online",0,0,2,0,2,2,123.5,1,"continental",0,"suite",24,"low"
"not_canceled","online",0,0,2,0,0,1,116.1,1,"american",0,"suite",58,"peak"
"not_canceled","online",0,0,1,0,0,1,123,0,"continental",1,"suite",37,"moderate"
"not_canceled","online",0,0,2,0,1,4,95.48,1,"continental",1,"studio",40,"moderate"
"canceled","online",0,0,2,0,0,1,85.5,1,"american",0,"suite",244,"moderate"
"not_canceled","online",0,0,2,0,0,4,88.26,2,"american",0,"suite",4,"low"
"not_canceled","mobile_app",0,0,1,0,0,3,80.67,1,"continental",0,"suite",58,"low"
"not_canceled","online",0,0,2,0,2,2,76.5,1,"continental",0,"suite",145,"peak"
"not_canceled","mobile_app",0,0,2,0,0,3,144,0,"continental",0,"suite",7,"moderate"
"canceled","online",0,0,2,1,2,4,121.5,0,"continental",0,"suite",61,"peak"
"canceled","mobile_app",0,0,2,0,1,2,110,0,"modified_american",1,"suite",105,"moderate"
"not_canceled","mobile_app",0,0,2,0,2,2,80.75,0,"continental",0,"suite",129,"moderate"
"not_canceled","mobile_app",0,0,1,0,0,2,76,0,"continental",0,"suite",298,"moderate"
"not_canceled","online",0,0,2,0,1,0,98,0,"american",1,"suite",1,"peak"
"not_canceled","corporate_partner",0,1,2,0,0,1,77,0,"continental",0,"suite",2,"low"
"not_canceled","mobile_app",0,0,1,0,0,3,80,0,"continental",0,"suite",335,"moderate"
"not_canceled","online",0,0,2,0,0,5,90.95,1,"continental",0,"suite",17,"low"
"canceled","online",0,0,2,0,2,6,123.98,0,"american",0,"suite",69,"moderate"
"canceled","mobile_app",0,0,2,0,1,2,89,0,"continental",1,"suite",305,"low"
"not_canceled","online",0,0,1,0,2,8,81.7,0,"continental",0,"suite",13,"low"
"not_canceled","online",0,0,2,0,0,4,90,1,"continental",0,"suite",0,"peak"
"canceled","online",0,0,1,0,2,0,90,1,"modified_american",0,"suite",386,"moderate"
"not_canceled","mobile_app",0,0,2,0,0,2,109,0,"modified_american",0,"suite",0,"peak"
"canceled","online",0,0,2,0,1,5,90.67,0,"american",0,"suite",172,"peak"
"not_canceled","online",0,0,2,0,2,2,108.16,1,"continental",0,"studio",148,"moderate"
"not_canceled","online",0,0,2,0,0,2,140,1,"continental",0,"suite",10,"moderate"
"canceled","online",0,0,2,0,0,3,81,1,"continental",0,"presidential_suite",119,"low"
"canceled","online",0,0,2,0,0,2,75,0,"continental",0,"suite",245,"peak"
"canceled","mobile_app",0,0,1,0,2,4,120,0,"continental",1,"suite",69,"peak"
"not_canceled","travel_agency",0,0,2,2,0,3,207.9,1,"continental",0,"executive_suite",56,"moderate"
"canceled","mobile_app",0,0,2,0,0,2,115,0,"modified_american",0,"suite",292,"peak"
"canceled","online",0,0,2,0,2,1,140,1,"continental",0,"suite",18,"moderate"
"not_canceled","mobile_app",0,0,2,0,1,2,87,1,"continental",1,"suite",28,"moderate"
"not_canceled","online",0,0,2,0,2,2,95.2,1,"continental",0,"suite",24,"low"
"not_canceled","online",0,0,2,2,0,1,99.45,2,"continental",0,"executive_suite",14,"peak"
"not_canceled","mobile_app",0,0,1,0,0,2,100,0,"continental",1,"suite",164,"moderate"
"not_canceled","corporate_partner",0,10,1,0,0,1,88,1,"continental",1,"suite",26,"low"
"not_canceled","mobile_app",0,0,2,0,2,3,75,0,"continental",0,"studio",34,"moderate"
"not_canceled","mobile_app",0,0,1,0,0,3,85.67,0,"continental",0,"suite",271,"moderate"
"canceled","mobile_app",0,0,2,0,0,3,89,0,"continental",0,"suite",304,"low"
"not_canceled","online",0,0,2,0,0,4,118.8,1,"continental",0,"studio",77,"peak"
"canceled","online",0,0,2,0,0,2,115,0,"modified_american",0,"suite",292,"peak"
"not_canceled","online",0,0,2,0,1,5,127.15,1,"continental",0,"studio",133,"moderate"
"not_canceled","online",0,0,1,0,0,2,92.4,1,"continental",1,"suite",7,"moderate"
"not_canceled","online",0,0,2,0,2,3,89.93,1,"continental",0,"suite",68,"moderate"
"not_canceled","online",0,0,2,0,1,3,107.1,2,"continental",1,"suite",64,"moderate"
"not_canceled","online",0,0,2,0,2,2,99.45,1,"continental",1,"suite",147,"moderate"
"not_canceled","online",0,0,2,0,2,0,102,1,"continental",1,"suite",4,"low"
"canceled","mobile_app",0,0,1,0,0,3,110,0,"continental",0,"suite",166,"low"
"not_canceled","online",0,0,2,0,0,1,93,1,"continental",1,"suite",3,"low"
"not_canceled","online",0,0,2,1,1,3,103.1,1,"continental",0,"suite",11,"low"
"not_canceled","online",0,0,2,0,0,3,99,2,"continental",0,"suite",8,"peak"
"canceled","online",0,0,1,0,0,2,105.49,0,"continental",0,"studio",27,"moderate"
"not_canceled","online",0,0,2,0,2,4,79.75,1,"continental",1,"suite",29,"low"
"not_canceled","mobile_app",0,0,2,0,0,1,120,0,"continental",0,"suite",56,"peak"
"not_canceled","mobile_app",0,0,2,0,2,1,80.75,1,"continental",1,"suite",87,"moderate"
"not_canceled","mobile_app",0,0,2,0,1,1,104,0,"modified_american",0,"suite",16,"peak"
"not_canceled","online",0,0,2,0,1,3,93,0,"continental",1,"suite",8,"low"
"canceled","mobile_app",0,0,2,0,0,3,125.1,0,"continental",0,"suite",176,"moderate"
"canceled","mobile_app",0,0,2,0,0,2,101.5,0,"modified_american",0,"suite",102,"moderate"
"canceled","online",0,0,2,2,0,1,221,0,"continental",0,"executive_suite",20,"moderate"
"canceled","online",0,0,2,0,0,1,130,1,"continental",0,"suite",9,"peak"
"not_canceled","online",0,0,2,0,6,15,75.66,0,"american",0,"suite",17,"low"
"not_canceled","online",0,0,2,0,2,2,105,2,"continental",0,"suite",62,"low"
"not_canceled","online",0,0,2,0,1,3,80.75,1,"american",0,"suite",184,"peak"
"not_canceled","mobile_app",0,0,2,0,0,3,75,0,"continental",0,"suite",44,"low"
"canceled","mobile_app",0,0,1,0,0,2,130,0,"continental",0,"suite",188,"peak"
"not_canceled","online",0,0,2,0,0,1,124.2,0,"continental",0,"suite",149,"peak"
"not_canceled","online",0,0,2,0,1,2,139.33,0,"continental",0,"suite",1,"moderate"
"canceled","mobile_app",0,0,2,0,0,2,115,1,"modified_american",0,"suite",320,"peak"
"not_canceled","online",0,0,2,0,2,2,109.65,1,"american",1,"suite",91,"moderate"
"not_canceled","mobile_app",0,0,2,0,1,4,99.45,0,"continental",0,"suite",148,"low"
"canceled","online",0,0,2,1,0,2,127.8,0,"continental",0,"studio",119,"peak"
"not_canceled","online",0,0,2,0,0,3,140.4,2,"continental",0,"studio",101,"moderate"
"not_canceled","online",0,0,2,0,2,2,122.48,2,"continental",0,"suite",5,"low"
"not_canceled","mobile_app",0,0,1,0,1,1,75,0,"american",0,"suite",19,"peak"
"not_canceled","online",0,0,2,0,0,4,114.5,2,"continental",0,"suite",6,"moderate"
"canceled","online",0,0,2,0,2,1,109.8,0,"continental",0,"suite",56,"peak"
"canceled","online",0,0,2,0,2,5,94.7,1,"continental",0,"presidential_suite",127,"moderate"
"not_canceled","online",0,0,2,0,1,2,102.33,1,"american",0,"suite",7,"peak"
"not_canceled","online",0,0,2,0,1,2,144.8,1,"continental",0,"studio",28,"moderate"
"not_canceled","online",0,0,1,0,0,3,108.42,1,"continental",0,"studio",28,"peak"
"canceled","online",0,0,2,0,1,2,85.5,1,"american",0,"suite",75,"moderate"
"canceled","online",0,0,2,0,0,2,96.3,0,"continental",0,"suite",247,"peak"
"canceled","online",0,0,1,0,0,3,101.1,1,"continental",0,"studio",47,"moderate"
"not_canceled","online",0,0,2,0,0,3,140.4,0,"continental",0,"studio",99,"moderate"
"not_canceled","online",0,0,2,0,2,3,102.41,0,"american",1,"suite",1,"moderate"
"not_canceled","online",0,0,2,0,0,4,76.5,3,"continental",0,"suite",189,"peak"
"canceled","online",0,0,2,2,0,4,159.75,2,"continental",0,"executive_suite",33,"moderate"
"canceled","online",0,0,2,0,0,4,94.5,0,"american",0,"suite",85,"peak"
"canceled","online",0,0,2,0,1,2,113.6,0,"continental",0,"studio",133,"peak"
"not_canceled","online",0,0,1,0,0,1,89,0,"american",1,"suite",23,"moderate"
"not_canceled","mobile_app",0,0,1,0,2,3,76,0,"continental",0,"suite",115,"low"
"not_canceled","online",0,0,2,0,2,0,144.9,1,"continental",0,"suite",39,"peak"
"not_canceled","online",0,0,2,0,1,1,128,1,"american",1,"suite",8,"peak"
"not_canceled","corporate_partner",0,0,2,0,1,2,75,0,"continental",0,"suite",0,"low"
"not_canceled","online",0,0,2,0,2,1,122.67,1,"continental",0,"studio",11,"low"
"canceled","mobile_app",0,0,2,0,0,3,116.33,0,"continental",0,"suite",276,"moderate"
"not_canceled","online",0,0,2,0,2,2,131.4,1,"continental",0,"suite",71,"peak"
"not_canceled","online",0,0,1,0,0,2,120,2,"continental",1,"suite",6,"moderate"
"not_canceled","mobile_app",0,0,2,0,0,2,136,0,"modified_american",1,"studio",80,"moderate"
"not_canceled","online",0,0,2,0,2,2,88.4,1,"continental",0,"suite",36,"low"
"not_canceled","online",0,0,2,0,2,0,78.5,1,"american",0,"suite",37,"low"
"not_canceled","online",0,1,1,0,1,0,129,2,"american",0,"suite",0,"peak"
"canceled","mobile_app",0,0,2,0,2,1,94.5,0,"modified_american",0,"suite",110,"peak"
"not_canceled","online",0,0,2,1,2,2,136.5,2,"continental",0,"suite",131,"peak"
"not_canceled","online",0,0,1,0,1,3,167.4,1,"continental",0,"suite",88,"low"
"not_canceled","corporate_partner",0,0,1,0,0,1,111.2,0,"continental",0,"suite",0,"moderate"
"not_canceled","corporate_partner",0,0,2,0,0,1,85,0,"continental",0,"suite",30,"low"
"not_canceled","mobile_app",0,0,2,0,1,3,106.25,0,"modified_american",0,"suite",119,"moderate"
"not_canceled","online",0,0,2,0,2,5,103.89,1,"american",0,"suite",34,"peak"
"not_canceled","mobile_app",0,0,1,0,1,0,75,0,"continental",1,"suite",13,"low"
"not_canceled","online",0,0,2,0,2,2,79.48,2,"american",1,"suite",43,"low"
"not_canceled","corporate_partner",1,6,1,0,0,1,79,1,"continental",1,"suite",1,"low"
"canceled","online",0,0,2,0,0,2,116.1,0,"american",0,"suite",84,"peak"
"canceled","online",0,0,2,2,2,2,178.25,0,"continental",0,"presidential_suite",25,"low"
"not_canceled","online",0,0,2,1,0,3,106.03,1,"continental",0,"suite",100,"peak"
"not_canceled","mobile_app",0,0,2,0,0,2,105,0,"continental",0,"suite",86,"moderate"
"not_canceled","online",0,0,2,0,1,4,147.2,1,"continental",0,"studio",12,"moderate"
"not_canceled","online",0,0,2,0,0,2,90,1,"continental",1,"suite",15,"peak"
"not_canceled","mobile_app",0,0,2,0,0,2,108,0,"continental",1,"suite",27,"moderate"
"canceled","online",0,0,2,0,0,4,126.9,0,"continental",0,"suite",182,"moderate"
"not_canceled","online",0,0,2,0,1,1,135.9,1,"continental",0,"studio",49,"peak"
"not_canceled","online",0,0,2,1,0,2,117.73,1,"continental",1,"studio",74,"low"
"not_canceled","corporate_partner",0,2,1,0,0,2,104,0,"continental",0,"suite",7,"peak"
"not_canceled","online",0,0,2,1,1,3,116.27,1,"continental",1,"suite",72,"moderate"
"not_canceled","mobile_app",0,0,2,0,0,1,104,0,"modified_american",0,"suite",55,"moderate"
"not_canceled","mobile_app",0,0,2,0,0,5,120,0,"modified_american",0,"suite",1,"moderate"
"not_canceled","online",0,0,2,0,1,0,89,0,"american",0,"suite",19,"moderate"
"canceled","mobile_app",0,0,2,0,0,1,75,0,"continental",0,"suite",105,"moderate"
"canceled","mobile_app",0,0,2,0,1,2,85,0,"continental",0,"suite",168,"moderate"
"not_canceled","mobile_app",0,0,2,0,2,1,94.5,0,"modified_american",1,"suite",145,"peak"
"canceled","online",0,0,2,0,1,2,88.2,0,"american",0,"suite",54,"moderate"
"canceled","mobile_app",0,0,2,0,1,2,95,0,"continental",0,"suite",267,"moderate"
"not_canceled","mobile_app",0,0,2,0,0,2,105,0,"continental",0,"suite",86,"moderate"
"not_canceled","mobile_app",0,0,2,0,0,3,99.45,0,"continental",1,"suite",30,"peak"
"not_canceled","online",0,0,2,0,1,4,96.2,1,"continental",0,"suite",57,"low"
"canceled","online",0,0,2,0,0,1,96.3,0,"continental",0,"suite",185,"peak"
"not_canceled","online",0,0,2,0,1,2,117.9,0,"continental",1,"suite",86,"peak"
"not_canceled","online",0,0,2,1,0,1,96.3,3,"continental",0,"suite",44,"moderate"
"not_canceled","online",0,0,2,0,2,5,106.59,1,"continental",0,"suite",103,"peak"
"not_canceled","online",0,0,2,0,2,3,99.79,0,"continental",0,"suite",57,"moderate"
"not_canceled","mobile_app",1,0,1,0,0,3,80,0,"continental",0,"suite",19,"moderate"
"not_canceled","online",0,0,1,0,1,3,123.5,0,"continental",1,"suite",18,"moderate"
"not_canceled","online",0,0,2,0,2,1,112.8,0,"continental",0,"studio",71,"moderate"
"canceled","mobile_app",0,0,1,0,0,2,99.45,0,"continental",0,"suite",188,"peak"
"not_canceled","travel_agency",0,0,1,0,0,2,79,0,"continental",0,"suite",0,"moderate"
"canceled","online",0,0,2,0,0,1,91,0,"continental",0,"suite",25,"low"
"not_canceled","mobile_app",0,0,2,0,2,1,95,0,"continental",0,"suite",26,"moderate"
"canceled","online",0,0,1,0,0,2,115,0,"continental",0,"suite",103,"moderate"
"not_canceled","online",0,0,2,0,2,1,84.3,2,"continental",0,"suite",53,"low"
"canceled","online",0,0,1,0,0,1,135,0,"continental",1,"suite",0,"moderate"
"canceled","mobile_app",0,0,2,0,1,0,106.25,1,"modified_american",0,"suite",178,"moderate"
"not_canceled","online",0,0,2,0,2,5,82.19,1,"continental",0,"suite",159,"peak"
"not_canceled","online",0,0,2,0,2,3,169,2,"continental",1,"suite",4,"moderate"
"not_canceled","corporate_partner",0,0,1,0,0,1,81,0,"continental",0,"suite",15,"low"
"not_canceled","online",0,0,2,0,0,1,88,2,"american",1,"suite",23,"low"
"canceled","online",0,0,2,0,0,1,94.95,1,"continental",0,"presidential_suite",280,"peak"
"canceled","online",0,0,2,0,0,5,84.15,0,"american",1,"suite",163,"peak"
"not_canceled","mobile_app",0,0,2,0,1,2,90,0,"continental",1,"suite",5,"moderate"
"canceled","online",0,0,2,0,0,3,120.9,0,"continental",0,"suite",214,"moderate"
"not_canceled","mobile_app",0,0,2,0,1,2,75,0,"continental",0,"suite",66,"moderate"
"not_canceled","online",0,0,2,0,0,1,93,0,"continental",1,"suite",16,"low"
"not_canceled","corporate_partner",0,0,1,0,1,1,95,0,"continental",1,"suite",4,"moderate"
"not_canceled","online",0,0,2,0,2,2,78.2,1,"continental",1,"suite",77,"moderate"
"canceled","online",0,0,2,0,2,5,102.85,0,"continental",0,"suite",206,"moderate"
"not_canceled","online",0,0,2,1,2,0,196,2,"continental",1,"suite",8,"moderate"
"not_canceled","online",0,0,2,0,2,5,82.45,1,"continental",1,"suite",88,"moderate"
"canceled","mobile_app",0,0,1,0,2,2,100,0,"continental",0,"suite",163,"peak"
"not_canceled","online",0,0,1,0,2,0,110,1,"american",1,"suite",8,"moderate"
"not_canceled","online",0,0,2,0,2,5,82.67,3,"continental",0,"suite",64,"moderate"
"canceled","online",0,0,1,0,0,2,115,0,"continental",0,"suite",103,"moderate"
"canceled","travel_agency",0,0,2,0,2,1,94.5,0,"modified_american",1,"suite",145,"moderate"
"canceled","online",0,0,2,0,1,0,110,0,"continental",1,"suite",57,"moderate"
"canceled","mobile_app",0,0,2,0,1,3,86,0,"modified_american",0,"suite",210,"moderate"
"not_canceled","online",0,0,2,0,0,1,97,0,"american",1,"suite",11,"low"
"not_canceled","online",0,0,2,0,0,3,79.2,1,"american",0,"suite",57,"low"
"not_canceled","mobile_app",0,0,1,0,0,3,80,0,"continental",1,"suite",151,"low"
"not_canceled","online",0,0,2,0,0,3,104.8,0,"continental",0,"suite",9,"moderate"
"not_canceled","mobile_app",0,0,2,0,0,2,100,0,"continental",0,"suite",70,"peak"
"not_canceled","online",0,0,2,0,1,3,81.76,1,"continental",0,"suite",107,"moderate"
"not_canceled","online",0,0,2,0,0,1,115,1,"american",0,"suite",23,"moderate"
"not_canceled","online",0,0,2,0,0,2,146,1,"continental",0,"suite",4,"moderate"
"not_canceled","travel_agency",0,2,1,0,0,1,92.5,0,"continental",0,"suite",0,"peak"
"not_canceled","online",0,0,2,0,1,0,89.5,1,"continental",1,"suite",1,"low"
"canceled","online",0,0,2,0,2,1,80.1,2,"american",0,"suite",183,"moderate"
"not_canceled","online",0,0,2,0,0,3,82.8,1,"continental",1,"studio",14,"low"
"not_canceled","online",0,0,2,1,1,3,152.1,0,"continental",0,"suite",57,"peak"
"canceled","online",0,0,2,0,1,3,130.05,0,"continental",1,"studio",56,"moderate"
"not_canceled","online",0,0,2,0,1,1,96.25,1,"continental",0,"suite",16,"low"
"not_canceled","mobile_app",0,0,2,0,0,2,109,0,"modified_american",0,"suite",102,"moderate"
"not_canceled","travel_agency",0,0,2,0,2,2,90.95,0,"continental",0,"suite",138,"moderate"
"not_canceled","mobile_app",0,0,2,0,0,3,105,0,"continental",1,"suite",37,"moderate"
"not_canceled","online",0,0,2,0,1,3,84.15,0,"continental",1,"suite",130,"moderate"
"not_canceled","mobile_app",0,0,2,0,1,1,112.2,0,"modified_american",0,"suite",88,"moderate"
"not_canceled","online",0,0,2,0,1,3,90.98,0,"continental",0,"suite",28,"peak"
"not_canceled","online",0,0,2,0,1,1,105.25,1,"continental",1,"presidential_suite",16,"low"
"not_canceled","online",0,1,2,0,0,1,78.5,0,"american",0,"suite",18,"low"
"not_canceled","online",0,0,2,0,0,2,130,1,"continental",0,"suite",43,"low"
"not_canceled","online",11,21,2,0,1,2,108,1,"continental",0,"studio",12,"low"
"canceled","online",0,0,1,0,0,1,140.4,0,"continental",0,"studio",37,"moderate"
"not_canceled","online",0,0,2,0,2,1,115.5,2,"continental",0,"suite",48,"peak"
"not_canceled","online",0,0,2,0,0,1,149.4,0,"continental",0,"studio",54,"peak"
"not_canceled","mobile_app",0,0,1,0,2,2,185,0,"continental",0,"suite",56,"moderate"
"not_canceled","online",0,0,2,1,2,0,135,2,"continental",0,"suite",14,"low"
"not_canceled","online",0,0,2,0,1,0,79,0,"american",0,"suite",0,"low"
"not_canceled","online",0,0,2,0,0,3,114.3,1,"continental",1,"studio",75,"moderate"
"not_canceled","online",0,0,2,1,2,0,161.1,1,"continental",1,"suite",49,"peak"
"canceled","online",0,0,2,0,0,3,149.4,0,"continental",0,"studio",103,"moderate"
"canceled","online",0,0,2,0,2,2,144.14,1,"continental",0,"executive_suite",7,"moderate"
"not_canceled","mobile_app",0,0,2,0,2,1,80,0,"continental",0,"suite",24,"low"
"not_canceled","online",0,0,2,0,0,2,85,1,"american",1,"suite",2,"low"
"canceled","online",0,0,2,0,2,3,137,0,"continental",0,"suite",22,"moderate"
"canceled","travel_agency",0,0,2,0,0,2,96.3,1,"continental",0,"suite",239,"moderate"
"canceled","online",0,0,1,0,0,3,110,0,"continental",0,"suite",166,"low"
"not_canceled","travel_agency",0,0,2,0,1,4,126,1,"continental",0,"suite",27,"moderate"
"canceled","online",0,0,2,0,0,2,156,0,"continental",0,"studio",28,"moderate"
"not_canceled","online",0,0,2,0,0,2,115,2,"american",1,"studio",15,"moderate"
"not_canceled","mobile_app",0,0,2,0,2,5,82.45,0,"continental",0,"studio",115,"peak"
"not_canceled","online",0,0,2,0,2,5,84.45,1,"continental",0,"suite",48,"low"
"not_canceled","corporate_partner",0,0,1,0,0,1,129,0,"continental",1,"suite",6,"moderate"
"canceled","mobile_app",0,0,1,0,0,2,130,0,"continental",1,"suite",188,"peak"
"canceled","online",0,0,1,0,2,5,108.9,1,"continental",0,"suite",109,"peak"
"canceled","mobile_app",0,0,1,0,2,1,100,0,"modified_american",0,"suite",57,"moderate"
"not_canceled","online",0,0,2,0,1,2,99,1,"continental",1,"suite",77,"low"
"not_canceled","mobile_app",0,0,2,0,0,2,140,0,"continental",0,"suite",30,"peak"
"not_canceled","online",0,0,2,0,2,3,127.38,3,"continental",1,"presidential_suite",108,"moderate"
"canceled","online",0,0,2,0,1,4,116.11,0,"continental",0,"studio",141,"moderate"
"not_canceled","mobile_app",0,0,2,0,2,2,80.75,0,"continental",0,"suite",87,"peak"
"canceled","online",0,0,2,1,4,6,93.67,0,"continental",0,"suite",293,"low"
"not_canceled","online",0,0,2,0,1,1,94.5,1,"american",0,"suite",67,"peak"
"canceled","online",0,0,2,0,0,3,106.2,0,"continental",0,"suite",240,"peak"
"not_canceled","online",0,0,2,0,2,2,139,2,"american",0,"suite",10,"peak"
"canceled","mobile_app",0,0,2,0,1,1,115,1,"modified_american",1,"suite",247,"peak"
"canceled","online",0,0,2,0,1,4,90,1,"continental",0,"suite",7,"peak"
"not_canceled","online",0,0,2,0,0,4,79,0,"american",0,"suite",18,"moderate"
"not_canceled","online",0,0,2,0,0,2,116.1,1,"american",0,"suite",74,"peak"
"canceled","online",0,0,2,0,0,2,111.15,0,"continental",0,"suite",29,"moderate"
"not_canceled","mobile_app",0,0,2,0,0,4,79.56,0,"continental",0,"suite",71,"peak"
"not_canceled","online",0,0,2,0,0,3,138,0,"continental",0,"suite",0,"peak"
"not_canceled","online",0,0,2,0,1,2,103.5,2,"continental",1,"suite",41,"moderate"
"not_canceled","corporate_partner",0,3,1,0,1,0,75,0,"continental",0,"suite",0,"low"
